keyword,job_title,company,location,work_type,salary,skills,job_url,description,n_skills_raw,skills_list,n_skills
Engineering Manager,Engineering Manager,TALENTMATE,"Dubai, Keamiran Dubai, Uni Emirat Arab (Di Kantor)",On-site,,"Incident Response, Scrum",https://www.linkedin.com/jobs/view/4420439088/,"TALENTMATE Engineering Manager Dubai, Keamiran Dubai, Uni Emirat Arab · 13 jam yang lalu · 0 orang mengklik Lamar Respons dikelola di luar LinkedIn Penuh waktu Lamar Simpan Lihat tren perekrutan terbaru di TALENTMATE Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini Job Description About Us UMO is a stealth-mode FinTech venture aiming to evolve the way people experience money by building a unified, AI-powered, yet deeply human modern money platform across fiat, crypto, and investments - subject to regulatory approvals. The platform is being designed to break down traditional barriers to money across access, assets, and experience, enabling simpler, more adaptive ways fo",2,"['incident response', 'scrum']",2
Engineering Manager,Engineering Manager,Neuroniks,India (Jarak Jauh),Remote,,"AWS Lambda, Azure DevOps, Azure Functions, C, C#, Data Warehousing, Docker, DynamoDB, GitHub, GitHub Actions, GraphQL, Jenkins, Kubernetes, Microservices Architecture, Microsoft Azure, MongoDB, OpenID Connect, PostgreSQL, Python, RESTful APIs, RabbitMQ, SQL, SageMaker, Snowflake, Terraform, WebSockets",https://www.linkedin.com/jobs/view/4417640306/,"Neuroniks Engineering Manager India · 1 jam yang lalu · 7 orang mengklik Lamar Respons dikelola di luar LinkedIn Jarak Jauh Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 7 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Berkenalan dengan tim perekrutan Riya Patel • Ke-3+ HR Head @ Neuroniks | IT & US Healthcare Recruiter | Senior & Leadership Hiring | Remote Pemasang posting pekerjaan Pesan Tentang pekerjaan ini Job Summary: We are seeking a highly skilled C# .NET Lead Developer with extensive experience in Azure and AWS cloud platforms to drive the design, development, and deployment of cloud-based applications. The id",26,"['aws lambda', 'azure devops', 'azure functions', 'c#', 'data warehousing', 'docker', 'dynamodb', 'github', 'github actions', 'graphql', 'jenkins', 'kubernetes', 'microservices architecture', 'microsoft azure', 'mongodb', 'openid connect', 'postgresql', 'python', 'restful apis', 'rabbitmq', 'sql', 'sagemaker', 'snowflake', 'terraform', 'websockets']",25
Engineering Manager,Engineering Manager with verification,Comviva,"Bangalore, Karnataka, India (Di Kantor)",On-site,,"Cassandra, CircleCI, Docker, GitHub, GitHub Actions, GitLab, GitLab CI/CD, Grafana, JavaScript, Kubernetes, Microservices Architecture, MongoDB, Node.js, Prometheus, TypeScript",https://www.linkedin.com/jobs/view/4418937402/,"Comviva Engineering Manager Bangalore, Karnataka, India · 3 hari yang lalu · 61 orang mengklik Lamar Respons dikelola di luar LinkedIn Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 61 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Ayush Agarwal • Ke-3+ Head of Global Partnerships | Expert in GTM with Hyperscalers & ISV | Built Partner Ecosystems from the Ground Up | ex-Cisco | MBA Alumni sekolah dari University of Illinois Urbana-Champaign Ikuti Tentang pekerjaan ini Key Accountabilities Lead and manage a team of Full Stack Product Engineers Own delivery of product engineering outcomes including feature development, qu",15,"['cassandra', 'circleci', 'docker', 'github', 'github actions', 'gitlab', 'gitlab ci/cd', 'grafana', 'javascript', 'kubernetes', 'microservices architecture', 'mongodb', 'node.js', 'prometheus', 'typescript']",15
Engineering Manager,Sr Machine Learning Engineering Manager - Apple Store Online with verification,Apple,"Bangalore, Karnataka, India (Di Kantor)",On-site,,"C, C++, Generative AI, Java, Machine Learning, Python, Recommendation Systems, SQL, Snowflake",https://www.linkedin.com/jobs/view/4415142878/,"Apple Sr Machine Learning Engineering Manager - Apple Store Online Bangalore, Karnataka, India · 1 minggu yang lalu · 88 orang mengklik Lamar Respons dikelola di luar LinkedIn Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 88 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Alumni sekolah dari University of Illinois Urbana-Champaign Tampilkan semua Berkenalan dengan tim perekrutan Mayank Gupta • Ke-3+ Engineering Leader @ Apple Pesan Tentang pekerjaan ini Summary Imagine what you could do here! The people here at Apple don’t just create products — they build the kind of wonder that’s revolutionized entire industries. It’s",9,"['c++', 'generative ai', 'java', 'machine learning', 'python', 'recommendation systems', 'sql', 'snowflake']",8
Engineering Manager,Software Engineering Manager,Caveo,Brasil (Jarak Jauh),Remote,,"C, R",https://www.linkedin.com/jobs/view/4418819941/,"Caveo Software Engineering Manager Brasil · 1 hari yang lalu · 50 orang mengklik Lamar Respons dikelola di luar LinkedIn Jarak Jauh Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 50 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini Sobre a Caveo A Caveo é a plataforma financeira dos médicos no Brasil. Crescemos rápido e construímos do zero. O que você fizer aqui vai permitir que milhares de médicos foquem no que importa: cuidar de pessoas. Sobre a Vaga Como Software Engineering Manager , você vai liderar um time de engenharia, desenvolver pessoas excepcionais e garantir entrega consistente dos sistemas mais críticos da plataforma.",2,[],0
Engineering Manager,Engineering Manager,Givers,"New York, NY (Di Kantor)",On-site,,"Incident Response, React Native",https://www.linkedin.com/jobs/view/4413132560/,"Givers Engineering Manager New York, NY · 2 minggu yang lalu · 46 orang mengklik Lamar Dipromosikan oleh pembuka lowongan • Respons dikelola di luar LinkedIn Di Kantor Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 46 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini Location: New York, NY (hybrid, 4 days/week in office) Reports to: CEO Compensation: Starting at $200K + meaningful equity Job Description We are hiring an Engineering Manager to build and lead our engineering function as we scale from an early-stage system into a robust, AI-driven multi-state platform. You will own how things get built at Givers — from system archite",2,"['incident response', 'react native']",2
Engineering Manager,Data Engineering Manager with verification,"MediaRadar, Inc.",Amerika Serikat (Jarak Jauh),Remote,,"Azure DevOps, Databricks, Docker, Foundation, Kubernetes, Python, SQL",https://www.linkedin.com/jobs/view/4400407125/,"MediaRadar, Inc. Data Engineering Manager Amerika Serikat · Dibagikan 1 minggu yang lalu · Lebih dari 100 pelamar Meninjau pelamar secara aktif Jarak Jauh Penuh waktu Melamar Mudah Simpan Lihat perbandingan Anda dengan 100 pelamar lain Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Tejas Desai • Ke-3+ CTO | CPO Alumni sekolah dari University of Illinois Urbana-Champaign Hubungkan Tentang pekerjaan ini About MediaRadar MediaRadar, now including the data and capabilities of Vivvix, powers the mission-critical marketing and sales decisions that drive competitive advantage. Our competitive advertising intelligence platform enables clients to achieve peak performa",7,"['azure devops', 'databricks', 'docker', 'foundation', 'kubernetes', 'python', 'sql']",7
Engineering Manager,Data Engineering Manager with verification,Blend,"Saint Louis, MO (Jarak Jauh)",Remote,,"ETL/ELT Pipelines, Prompt Engineering, Python, SQL",https://www.linkedin.com/jobs/view/4418156127/,"Blend Data Engineering Manager Saint Louis, MO · Dibagikan 2 hari yang lalu · 61 pelamar Belum ada wawasan respons yang tersedia 65 USD/hr - 75 USD/hr Jarak Jauh Penuh waktu Melamar Mudah Simpan Lihat perbandingan Anda dengan 61 pelamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Alumni sekolah dari University of Illinois Urbana-Champaign Tampilkan semua Tentang pekerjaan ini BLEND360 is an acclaimed, forward-thinking Data, Digital Marketing, & AI Solutions Company, dedicated to fueling remarkable outcomes for our Fortune 500 clients. Our trajectory is one of continuous expansion, emerging at the crossroads of cutting-edge analytics, data proficiency, tech",4,"['etl/elt pipelines', 'prompt engineering', 'python', 'sql']",4
Engineering Manager,Senior Engineering Manager Mobile – Social Apps (All Genders) with verification,Dailymotion,"Paris, Ile-de-France, Prancis (Gabungan)",Hybrid,,"A/B Testing, C, Python, R",https://www.linkedin.com/jobs/view/4413873132/,"Dailymotion Senior Engineering Manager Mobile – Social Apps (All Genders) Paris, Ile-de-France, Prancis · 2 minggu yang lalu · 24 pelamar Dipromosikan oleh perekrut • Meninjau pelamar secara aktif 80K EUR/yr - 120K EUR/yr Gabungan Penuh waktu Melamar Mudah Simpan Lihat perbandingan Anda dengan 24 pelamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Ashish Gupta • Ke-3+ VP, Product at Dailymotion Alumni sekolah dari University of Illinois Urbana-Champaign Hubungkan Berkenalan dengan tim perekrutan Marvin Ravenna • Ke-3+ Talent Acquisition Manager @Dailymotion Pemasang posting pekerjaan Pesan Tentang pekerjaan ini At Dailymotion we’re building a social networ",4,"['a/b testing', 'python']",2
Engineering Manager,Network Engineering Manager,Platform Recruitment,"Hertfordshire, Inggris, Britania Raya (Gabungan)",Hybrid,,"BGP, DHCP, Fortinet, OSPF, SD-WAN",https://www.linkedin.com/jobs/view/4417614782/,"Platform Recruitment Network Engineering Manager Hertfordshire, Inggris, Britania Raya · 4 jam yang lalu · 0 pelamar Dipromosikan oleh pembuka lowongan • Wawasan respons belum tersedia 65K GBP/yr - 75K GBP/yr Gabungan Penuh waktu Melamar Mudah Simpan Lihat tren perekrutan terbaru di Platform Recruitment Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Berkenalan dengan tim perekrutan Dani Ransom • Ke-3+ Recruitment Consultant - Key Accounts Pemasang posting pekerjaan Pesan Tentang pekerjaan ini Networking Engineering Manager | Hertfordshire | £65,000 - £75,000 Our client is pleased to offer an exciting opportunity for an experienced Network Engineering Manager ",5,"['bgp', 'dhcp', 'fortinet', 'ospf', 'sd-wan']",5
Engineering Manager,Engineering Manager with verification,Comviva,"Bangalore, Karnataka, India (Di Kantor)",On-site,,"Angular, Apache Kafka, Docker, Java, Kubernetes, Microservices Architecture, RxJS, SQL, Scrum, Spring Boot, TypeScript",https://www.linkedin.com/jobs/view/4418934688/,"Comviva Engineering Manager Bangalore, Karnataka, India · 3 hari yang lalu · 28 orang mengklik Lamar Respons dikelola di luar LinkedIn Penuh waktu Lamar Simpan Lihat perbandingan Anda dengan 28 orang lain yang mengklik lamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Ayush Agarwal • Ke-3+ Head of Global Partnerships | Expert in GTM with Hyperscalers & ISV | Built Partner Ecosystems from the Ground Up | ex-Cisco | MBA Alumni sekolah dari University of Illinois Urbana-Champaign Ikuti Tentang pekerjaan ini Key Accountabilities Lead and manage the MRTM engineering team comprising full stack product engineers working across Java, Spring Boot, Angular, Kafka, A",11,"['angular', 'apache kafka', 'docker', 'java', 'kubernetes', 'microservices architecture', 'rxjs', 'sql', 'scrum', 'spring boot', 'typescript']",11
Engineering Manager,"Engineering Manager, Data Platform",Jobgether,India (Jarak Jauh),Remote,,"Data Modeling, ETL/ELT Pipelines, JavaScript, Machine Learning, Node.js, React.js",https://www.linkedin.com/jobs/view/4419806002/,"Jobgether Engineering Manager, Data Platform India · 1 hari yang lalu · 89 pelamar Belum ada wawasan respons yang tersedia Jarak Jauh Penuh waktu Melamar Mudah Simpan Lihat perbandingan Anda dengan 89 pelamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Tentang pekerjaan ini This position is posted by Jobgether on behalf of a partner company. We are currently looking for a Engineering Manager, Data Platform in India. This role is a senior technical leadership position responsible for building and scaling a high-impact data platform that powers large-scale product, AI, and growth initiatives. You will lead the design and evolution of systems handling massive volumes of behavioral and ope",6,"['data modeling', 'etl/elt pipelines', 'javascript', 'machine learning', 'node.js', 'react.js']",6
Engineering Manager,Process Engineering Manager,Sysgration America Corporation,"Plano, TX (Di Kantor)",On-site,,,https://www.linkedin.com/jobs/view/4418259402/,"Sysgration America Corporation Process Engineering Manager Plano, TX · 1 hari yang lalu · 23 pelamar Dipromosikan oleh pembuka lowongan • Wawasan respons belum tersedia Di Kantor Penuh waktu Melamar Mudah Simpan Lihat perbandingan Anda dengan 23 pelamar Akses wawasan pelamar eksklusif, lihat pekerjaan di mana Anda memiliki peluang terbesar untuk dihubungi balik, dan lainnya. Coba Premium seharga Rp 0 Orang yang dapat Anda hubungi Berkenalan dengan tim perekrutan Aleisha Mollen, SHRM-CP • Ke-3+ I am dedicated to supporting with empathy and insight; creating a culture of connection and growth. By embracing graceful leadership, I strive to make a meaningful impact, solve challenges, and inspire boldness. Pemasang posting pekerjaan Pesan Tentang pekerjaan ini Process Engineering Manager Role O",0,[],0
